id,name,base_experience,height,weight,abilities,primary_type,secondary_type,move_1,move_2,move_3,move_4,move_5,hp,attack,defense,special-attack,special-defense,speed
1021,raging-bolt,295,52,4800,protosynthesis,electric,dragon,stomp,body-slam,take-down,double-edge,roar,125,73,91,137,89,75
1022,iron-boulder,295,15,1625,quark-drive,rock,psychic,swords-dance,horn-attack,body-slam,take-down,double-edge,90,120,80,68,108,124
1023,iron-crown,295,16,1560,quark-drive,steel,psychic,swords-dance,body-slam,take-down,double-edge,leer,90,72,100,122,108,98
1024,terapagos,90,2,65,tera-shift,normal,,headbutt,body-slam,take-down,double-edge,roar,90,65,85,65,85,60
1025,pecharunt,300,3,3,poison-puppeteer,poison,ghost,toxic,night-shade,recover,withdraw,defense-curl,88,88,160,88,88,88
10001,deoxys-attack,270,17,608,pressure,psychic,,mega-punch,fire-punch,ice-punch,thunder-punch,cut,50,180,20,180,20,150
10002,deoxys-defense,270,17,608,pressure,psychic,,mega-punch,fire-punch,ice-punch,thunder-punch,cut,50,70,160,70,160,90
10003,deoxys-speed,270,17,608,pressure,psychic,,mega-punch,fire-punch,ice-punch,thunder-punch,cut,50,95,90,95,90,180
10004,wormadam-sandy,148,5,65,"anticipation, overcoat",bug,ground,gust,tackle,psybeam,hyper-beam,solar-beam,60,79,105,59,85,36
10005,wormadam-trash,148,5,65,"anticipation, overcoat",bug,steel,gust,tackle,psybeam,hyper-beam,solar-beam,60,69,95,69,95,36
10006,shaymin-sky,270,4,52,serene-grace,grass,flying,swords-dance,headbutt,take-down,double-edge,hyper-beam,100,103,75,120,75,127
10007,giratina-origin,340,69,6500,levitate,ghost,dragon,cut,fly,headbutt,body-slam,take-down,150,120,100,120,100,90
10008,rotom-heat,182,3,3,levitate,electric,fire,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,50,65,107,105,107,86
10009,rotom-wash,182,3,3,levitate,electric,water,hydro-pump,thunder-shock,thunderbolt,thunder-wave,thunder,50,65,107,105,107,86
10010,rotom-frost,182,3,3,levitate,electric,ice,blizzard,thunder-shock,thunderbolt,thunder-wave,thunder,50,65,107,105,107,86
10011,rotom-fan,182,3,3,levitate,electric,flying,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,50,65,107,105,107,86
10012,rotom-mow,182,3,3,levitate,electric,grass,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,50,65,107,105,107,86
10013,castform-sunny,147,3,8,forecast,fire,,headbutt,tackle,body-slam,double-edge,disable,70,70,70,70,70,70
10014,castform-rainy,147,3,8,forecast,water,,headbutt,tackle,body-slam,double-edge,disable,70,70,70,70,70,70
10015,castform-snowy,147,3,8,forecast,ice,,headbutt,tackle,body-slam,double-edge,disable,70,70,70,70,70,70
10016,basculin-blue-striped,161,10,180,"rock-head, adaptability, mold-breaker",water,,cut,headbutt,tackle,take-down,thrash,70,92,65,80,55,98
10017,darmanitan-zen,189,13,929,"sheer-force, zen-mode",fire,psychic,mega-punch,fire-punch,mega-kick,headbutt,tackle,105,30,105,140,105,55
10018,meloetta-pirouette,270,6,65,serene-grace,normal,fighting,fire-punch,ice-punch,thunder-punch,swords-dance,sing,100,128,90,77,77,128
10019,tornadus-therian,290,14,630,regenerator,flying,,gust,fly,body-slam,take-down,thrash,79,100,80,110,90,121
10020,thundurus-therian,290,30,610,volt-absorb,electric,flying,thunder-punch,fly,body-slam,take-down,thrash,79,105,70,145,80,101
10021,landorus-therian,300,13,680,intimidate,ground,flying,swords-dance,fly,body-slam,take-down,leer,89,145,90,105,80,91
10022,kyurem-black,350,33,3250,teravolt,dragon,ice,cut,fly,body-slam,take-down,roar,125,170,100,120,90,95
10023,kyurem-white,350,36,3250,turboblaze,dragon,ice,cut,fly,body-slam,take-down,roar,125,120,90,170,100,95
10024,keldeo-resolute,290,14,485,justified,water,fighting,swords-dance,cut,double-kick,take-down,double-edge,91,72,90,129,90,108
10025,meowstic-female,163,6,85,"keen-eye, infiltrator, competitive",psychic,,pay-day,scratch,cut,leer,psybeam,74,48,76,83,81,104
10026,aegislash-blade,250,17,530,stance-change,steel,ghost,swords-dance,cut,tackle,hyper-beam,toxic,60,140,50,140,50,60
10027,pumpkaboo-small,67,3,35,"pickup, frisk, insomnia",ghost,grass,disable,flamethrower,leech-seed,razor-leaf,solar-beam,44,66,70,44,55,56
10028,pumpkaboo-large,67,5,75,"pickup, frisk, insomnia",ghost,grass,disable,flamethrower,leech-seed,razor-leaf,solar-beam,54,66,70,44,55,46
10029,pumpkaboo-super,67,8,150,"pickup, frisk, insomnia",ghost,grass,disable,flamethrower,leech-seed,razor-leaf,solar-beam,59,66,70,44,55,41
10030,gourgeist-small,173,7,95,"pickup, frisk, insomnia",ghost,grass,flamethrower,hyper-beam,leech-seed,razor-leaf,solar-beam,55,85,122,58,75,99
10031,gourgeist-large,173,11,140,"pickup, frisk, insomnia",ghost,grass,flamethrower,hyper-beam,leech-seed,razor-leaf,solar-beam,75,95,122,58,75,69
10032,gourgeist-super,173,17,390,"pickup, frisk, insomnia",ghost,grass,flamethrower,hyper-beam,leech-seed,razor-leaf,solar-beam,85,100,122,58,75,54
10033,venusaur-mega,281,24,1555,thick-fat,grass,poison,swords-dance,cut,bind,vine-whip,headbutt,80,100,123,122,120,80
10034,charizard-mega-x,285,17,1105,tough-claws,fire,dragon,fire-punch,thunder-punch,scratch,swords-dance,cut,78,130,111,130,85,100
10035,charizard-mega-y,285,17,1005,drought,fire,flying,fire-punch,thunder-punch,scratch,swords-dance,cut,78,104,78,159,115,100
10036,blastoise-mega,284,16,1011,mega-launcher,water,,ice-punch,headbutt,tackle,tail-whip,bite,79,103,120,135,115,78
10037,alakazam-mega,270,12,480,trace,psychic,,fire-punch,ice-punch,thunder-punch,headbutt,disable,55,50,65,175,105,150
10038,gengar-mega,270,14,405,shadow-tag,ghost,poison,fire-punch,ice-punch,thunder-punch,headbutt,disable,60,65,80,170,95,130
10039,kangaskhan-mega,207,22,1000,parental-bond,normal,,comet-punch,mega-punch,fire-punch,ice-punch,thunder-punch,105,125,100,60,100,100
10040,pinsir-mega,210,17,590,aerilate,bug,flying,vice-grip,guillotine,swords-dance,cut,bind,65,155,120,65,90,105
10041,gyarados-mega,224,65,3050,mold-breaker,water,dark,bind,headbutt,thrash,leer,bite,95,155,109,70,130,81
10042,aerodactyl-mega,215,21,790,tough-claws,rock,flying,wing-attack,whirlwind,fly,headbutt,take-down,80,135,85,70,95,150
10043,mewtwo-mega-x,351,23,1270,steadfast,psychic,fighting,pay-day,fire-punch,ice-punch,thunder-punch,headbutt,106,190,100,154,100,130
10044,mewtwo-mega-y,351,15,330,insomnia,psychic,,pay-day,fire-punch,ice-punch,thunder-punch,headbutt,106,150,70,194,120,140
10045,ampharos-mega,275,14,615,mold-breaker,electric,dragon,fire-punch,thunder-punch,tackle,take-down,growl,90,95,105,165,110,45
10046,scizor-mega,210,20,1250,technician,bug,steel,razor-wind,swords-dance,cut,leer,hyper-beam,70,150,140,65,100,75
10047,heracross-mega,210,17,625,skill-link,bug,fighting,swords-dance,cut,horn-attack,fury-attack,tackle,80,185,115,40,105,75
10048,houndoom-mega,210,19,495,solar-power,dark,fire,leer,bite,roar,ember,flamethrower,75,90,90,140,90,115
10049,tyranitar-mega,315,25,2550,sand-stream,rock,dark,fire-punch,ice-punch,thunder-punch,cut,thrash,100,164,150,95,120,71
10050,blaziken-mega,284,19,520,speed-boost,fire,fighting,fire-punch,thunder-punch,scratch,swords-dance,cut,80,160,80,130,80,100
10051,gardevoir-mega,278,16,484,pixilate,psychic,fairy,fire-punch,ice-punch,thunder-punch,growl,hyper-beam,68,85,65,165,135,100
10052,mawile-mega,168,10,235,huge-power,steel,fairy,ice-punch,thunder-punch,vice-grip,swords-dance,slam,50,105,125,55,95,50
10053,aggron-mega,284,22,3950,filter,steel,,fire-punch,ice-punch,thunder-punch,cut,headbutt,70,140,230,60,80,50
10054,medicham-mega,179,13,315,pure-power,fighting,psychic,fire-punch,ice-punch,thunder-punch,hyper-beam,low-kick,60,100,85,80,85,100
10055,manectric-mega,201,18,440,intimidate,electric,,tackle,leer,bite,roar,flamethrower,70,75,80,135,80,135
10056,banette-mega,194,12,130,prankster,ghost,,hyper-beam,thunderbolt,thunder-wave,thunder,toxic,64,165,75,93,83,75
10057,absol-mega,198,12,490,magic-bounce,dark,,scratch,razor-wind,swords-dance,cut,double-edge,65,150,60,115,60,115
10058,garchomp-mega,315,19,950,sand-force,dragon,ground,swords-dance,cut,sand-attack,tackle,take-down,108,170,115,120,95,92
10059,lucario-mega,219,13,575,adaptability,fighting,steel,ice-punch,thunder-punch,swords-dance,roar,hyper-beam,70,145,88,140,70,112
10060,abomasnow-mega,208,27,1850,snow-warning,grass,ice,ice-punch,swords-dance,leer,mist,ice-beam,90,132,105,132,105,30
10061,floette-eternal,243,2,9,"flower-veil, symbiosis",fairy,,vine-whip,tackle,razor-leaf,solar-beam,petal-dance,74,65,67,125,128,92
10062,latias-mega,315,18,520,levitate,dragon,psychic,cut,fly,roar,surf,ice-beam,80,100,120,140,150,110
10063,latios-mega,315,23,700,levitate,dragon,psychic,cut,fly,roar,surf,ice-beam,80,130,100,160,120,110
10064,swampert-mega,286,19,1020,swift-swim,water,ground,ice-punch,tackle,take-down,growl,roar,100,150,110,95,110,70
10065,sceptile-mega,284,19,552,lightning-rod,grass,dragon,pound,thunder-punch,swords-dance,cut,slam,70,110,75,145,85,145
10066,sableye-mega,168,5,1610,magic-bounce,dark,ghost,fire-punch,ice-punch,thunder-punch,scratch,cut,50,85,125,85,115,20
10067,altaria-mega,207,15,206,pixilate,dragon,fairy,fly,fury-attack,take-down,growl,roar,75,110,110,110,105,80
10068,gallade-mega,278,16,564,inner-focus,psychic,fighting,fire-punch,ice-punch,thunder-punch,swords-dance,cut,68,165,95,65,115,110
10069,audino-mega,425,15,320,healer,normal,fairy,pound,double-slap,fire-punch,ice-punch,thunder-punch,103,60,126,80,126,50
10070,sharpedo-mega,196,25,1303,strong-jaw,water,dark,leer,bite,roar,surf,ice-beam,70,140,70,110,65,105
10071,slowbro-mega,207,20,1200,shell-armor,water,psychic,pay-day,ice-punch,stomp,headbutt,tackle,95,75,180,130,80,30
10072,steelix-mega,214,105,7400,sand-force,steel,ground,cut,bind,slam,tackle,double-edge,75,125,230,55,95,30
10073,pidgeot-mega,261,22,505,no-guard,normal,flying,razor-wind,gust,wing-attack,whirlwind,fly,83,80,80,135,80,121
10074,glalie-mega,203,21,3502,refrigerate,ice,,headbutt,leer,bite,ice-beam,blizzard,80,120,80,120,80,100
10075,diancie-mega,315,11,278,magic-bounce,rock,fairy,tackle,hyper-beam,rock-throw,toxic,psychic,50,160,110,160,110,110
10076,metagross-mega,315,25,9429,tough-claws,steel,psychic,ice-punch,thunder-punch,cut,take-down,hyper-beam,80,145,150,105,110,110
10077,kyogre-primal,347,98,4300,primordial-sea,water,,body-slam,double-edge,roar,hydro-pump,surf,100,150,90,180,160,90
10078,groudon-primal,347,50,9997,desolate-land,ground,fire,fire-punch,thunder-punch,swords-dance,cut,roar,100,180,160,150,90,90
10079,rayquaza-mega,351,108,3920,delta-stream,dragon,flying,swords-dance,fly,bind,roar,flamethrower,105,180,100,180,100,115
10080,pikachu-rock-star,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10081,pikachu-belle,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10082,pikachu-pop-star,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10083,pikachu-phd,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10084,pikachu-libre,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10085,pikachu-cosplay,112,4,60,"static, lightning-rod",electric,,thunder-punch,slam,tail-whip,growl,strength,35,55,40,50,50,90
10086,hoopa-unbound,306,65,4900,magician,psychic,dark,fire-punch,ice-punch,thunder-punch,take-down,psybeam,80,160,60,170,130,80
10087,camerupt-mega,196,25,3205,sheer-force,fire,ground,tackle,take-down,growl,roar,ember,70,120,100,145,105,20
10088,lopunny-mega,203,13,283,scrappy,normal,fighting,pound,fire-punch,ice-punch,thunder-punch,cut,65,136,94,54,96,135
10089,salamence-mega,315,18,1126,aerilate,dragon,flying,cut,fly,headbutt,double-edge,leer,95,145,130,120,90,120
10090,beedrill-mega,223,14,405,adaptability,bug,poison,swords-dance,cut,headbutt,fury-attack,twineedle,65,150,40,15,80,145
10091,rattata-alola,51,3,38,"gluttony, hustle, thick-fat",dark,normal,headbutt,tackle,double-edge,tail-whip,bite,30,56,35,25,35,72
10092,raticate-alola,145,7,255,"gluttony, hustle, thick-fat",dark,normal,swords-dance,headbutt,tackle,double-edge,tail-whip,75,71,70,40,80,77
10093,raticate-totem-alola,145,14,1050,"gluttony, hustle, thick-fat",dark,normal,swords-dance,tackle,double-edge,tail-whip,bite,75,71,70,40,80,77
10094,pikachu-original-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10095,pikachu-hoenn-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10096,pikachu-sinnoh-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10097,pikachu-unova-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10098,pikachu-kalos-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10099,pikachu-alola-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10100,raichu-alola,243,7,210,surge-surfer,electric,psychic,mega-punch,pay-day,thunder-punch,slam,mega-kick,60,85,50,95,85,110
10101,sandshrew-alola,60,7,400,"snow-cloak, slush-rush",ice,steel,ice-punch,scratch,swords-dance,headbutt,body-slam,50,75,90,10,35,40
10102,sandslash-alola,158,12,550,"snow-cloak, slush-rush",ice,steel,ice-punch,scratch,swords-dance,headbutt,body-slam,75,100,120,25,65,65
10103,vulpix-alola,60,6,99,"snow-cloak, snow-warning",ice,,headbutt,tackle,body-slam,take-down,double-edge,38,41,40,50,65,65
10104,ninetales-alola,177,11,199,"snow-cloak, snow-warning",ice,fairy,headbutt,tackle,body-slam,take-down,double-edge,73,67,75,81,100,109
10105,diglett-alola,53,2,10,"sand-veil, tangling-hair, sand-force",ground,steel,scratch,swords-dance,sand-attack,headbutt,body-slam,10,55,30,35,45,90
10106,dugtrio-alola,149,7,666,"sand-veil, tangling-hair, sand-force",ground,steel,scratch,swords-dance,sand-attack,headbutt,body-slam,35,100,60,50,70,110
10107,meowth-alola,58,4,42,"pickup, technician, rattled",dark,,pay-day,scratch,headbutt,body-slam,take-down,40,35,35,50,40,90
10108,persian-alola,154,11,330,"fur-coat, technician, rattled",dark,,pay-day,scratch,headbutt,body-slam,take-down,65,60,60,75,65,115
10109,geodude-alola,60,4,203,"magnet-pull, sturdy, galvanize",rock,electric,fire-punch,thunder-punch,headbutt,tackle,body-slam,40,80,100,30,30,20
10110,graveler-alola,137,10,1100,"magnet-pull, sturdy, galvanize",rock,electric,fire-punch,thunder-punch,headbutt,tackle,body-slam,55,95,115,45,45,35
10111,golem-alola,223,17,3160,"magnet-pull, sturdy, galvanize",rock,electric,mega-punch,fire-punch,thunder-punch,headbutt,tackle,80,120,130,55,65,45
10112,grimer-alola,65,7,420,"poison-touch, gluttony, power-of-alchemy",poison,dark,pound,fire-punch,ice-punch,thunder-punch,headbutt,80,80,50,40,50,25
10113,muk-alola,175,10,520,"poison-touch, gluttony, power-of-alchemy",poison,dark,pound,fire-punch,ice-punch,thunder-punch,headbutt,105,105,75,65,100,50
10114,exeggutor-alola,186,109,4156,"frisk, harvest",grass,dragon,swords-dance,headbutt,body-slam,take-down,double-edge,95,105,85,125,75,45
10115,marowak-alola,149,10,340,"cursed-body, lightning-rod, rock-head",fire,ghost,mega-punch,fire-punch,thunder-punch,swords-dance,mega-kick,60,80,110,50,80,45
10116,greninja-battle-bond,239,15,400,battle-bond,water,dark,pound,ice-punch,growl,hydro-pump,surf,72,95,67,103,71,122
10117,greninja-ash,288,15,400,battle-bond,water,dark,pound,ice-punch,swords-dance,take-down,growl,72,145,67,153,71,132
10118,zygarde-10-power-construct,243,12,335,power-construct,dragon,ground,bind,body-slam,bite,hyper-beam,earthquake,54,100,71,61,85,115
10119,zygarde-50-power-construct,300,50,3050,power-construct,dragon,ground,bind,body-slam,bite,hyper-beam,earthquake,108,100,121,81,95,95
10120,zygarde-complete,354,45,6100,power-construct,dragon,ground,bind,body-slam,bite,hyper-beam,earthquake,216,100,121,91,95,85
10121,gumshoos-totem,146,14,600,"stakeout, strong-jaw, adaptability",normal,,fire-punch,ice-punch,thunder-punch,sand-attack,tackle,88,110,60,55,60,45
10122,vikavolt-totem,225,26,1475,levitate,bug,electric,vice-grip,guillotine,bite,hyper-beam,solar-beam,77,70,90,145,75,43
10123,oricorio-pom-pom,167,6,34,dancer,electric,flying,pound,double-slap,swords-dance,fly,take-down,75,70,70,98,70,93
10124,oricorio-pau,167,6,34,dancer,psychic,flying,pound,double-slap,swords-dance,fly,take-down,75,70,70,98,70,93
10125,oricorio-sensu,167,6,34,dancer,ghost,flying,pound,double-slap,swords-dance,fly,take-down,75,70,70,98,70,93
10126,lycanroc-midnight,170,11,250,"keen-eye, vital-spirit, no-guard",rock,,mega-punch,fire-punch,thunder-punch,swords-dance,mega-kick,85,115,75,55,75,82
10127,wishiwashi-school,217,82,786,schooling,water,,take-down,double-edge,growl,mist,water-gun,45,140,130,140,135,30
10128,lurantis-totem,168,15,580,"leaf-guard, contrary",grass,,swords-dance,hyper-beam,growth,razor-leaf,solar-beam,70,105,90,80,90,45
10129,salazzle-totem,168,21,810,"corrosion, oblivious",poison,fire,pound,double-slap,disable,ember,flamethrower,68,64,60,111,60,117
10130,minior-orange-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10131,minior-yellow-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10132,minior-green-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10133,minior-blue-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10134,minior-indigo-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10135,minior-violet-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
10136,minior-red,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10137,minior-orange,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10138,minior-yellow,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10139,minior-green,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10140,minior-blue,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10141,minior-indigo,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10142,minior-violet,175,3,3,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,100,60,100,60,120
10143,mimikyu-busted,167,2,7,disguise,ghost,fairy,scratch,swords-dance,take-down,surf,hyper-beam,55,90,80,50,105,96
10144,mimikyu-totem-disguised,167,4,28,disguise,ghost,fairy,scratch,swords-dance,hyper-beam,thunderbolt,thunder-wave,55,90,80,50,105,96
10145,mimikyu-totem-busted,167,4,28,disguise,ghost,fairy,scratch,swords-dance,surf,hyper-beam,thunderbolt,55,90,80,50,105,96
10146,kommo-o-totem,270,24,2075,"bulletproof, soundproof, overcoat",dragon,fighting,fire-punch,ice-punch,thunder-punch,swords-dance,headbutt,75,110,125,100,105,85
10147,magearna-original,300,10,805,soul-heart,steel,fairy,body-slam,take-down,sonic-boom,ice-beam,psybeam,80,95,115,130,115,65
10148,pikachu-partner-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10149,marowak-totem,149,17,980,"cursed-body, lightning-rod, rock-head",fire,ghost,fire-punch,thunder-punch,swords-dance,thrash,tail-whip,60,80,110,50,80,45
10150,ribombee-totem,162,4,20,"honey-gather, shield-dust, sweet-veil",bug,fairy,absorb,solar-beam,stun-spore,toxic,psychic,60,55,60,95,70,124
10151,rockruff-own-tempo,56,5,92,own-tempo,rock,,swords-dance,sand-attack,tackle,body-slam,take-down,45,65,40,30,40,60
10152,lycanroc-dusk,170,8,250,tough-claws,rock,,swords-dance,sand-attack,tackle,take-down,thrash,75,117,65,55,65,110
10153,araquanid-totem,159,31,2175,"water-bubble, water-absorb",water,bug,bite,surf,ice-beam,blizzard,bubble-beam,68,70,92,50,132,42
10154,togedemaru-totem,152,6,130,"iron-barbs, lightning-rod, sturdy",electric,steel,tackle,twineedle,pin-missile,thunder-shock,thunderbolt,65,98,63,40,73,96
10155,necrozma-dusk,340,38,4600,prism-armor,psychic,steel,swords-dance,body-slam,hyper-beam,solar-beam,thunder-wave,97,157,127,113,109,77
10156,necrozma-dawn,340,42,3500,prism-armor,psychic,ghost,swords-dance,body-slam,hyper-beam,solar-beam,thunder-wave,97,113,109,157,127,77
10157,necrozma-ultra,339,75,2300,neuroforce,psychic,dragon,swords-dance,hyper-beam,solar-beam,thunder-wave,earthquake,97,167,97,167,97,129
10158,pikachu-starter,86,4,60,"static, lightning-rod",electric,,pay-day,thunder-punch,slam,double-kick,headbutt,45,80,50,75,60,120
10159,eevee-starter,87,3,65,"run-away, adaptability, anticipation",normal,,pay-day,double-kick,sand-attack,headbutt,tackle,65,75,70,65,85,75
10160,pikachu-world-cap,112,4,60,"static, lightning-rod",electric,,mega-punch,pay-day,thunder-punch,slam,mega-kick,35,55,40,50,50,90
10161,meowth-galar,58,4,75,"pickup, tough-claws, unnerve",steel,,pay-day,scratch,swords-dance,body-slam,take-down,50,65,55,40,40,40
10162,ponyta-galar,82,8,240,"run-away, pastel-veil, anticipation",psychic,,stomp,double-kick,horn-drill,tackle,body-slam,50,85,55,65,65,90
10163,rapidash-galar,175,17,800,"run-away, pastel-veil, anticipation",psychic,fairy,pay-day,swords-dance,stomp,tackle,body-slam,65,100,70,80,80,105
10164,slowpoke-galar,63,12,360,"gluttony, own-tempo, regenerator",psychic,,pay-day,stomp,headbutt,tackle,body-slam,90,65,65,40,40,15
10165,slowbro-galar,172,16,705,"quick-draw, own-tempo, regenerator",poison,psychic,mega-punch,pay-day,ice-punch,mega-kick,headbutt,95,100,95,100,70,30
10166,farfetchd-galar,132,8,420,"steadfast, scrappy",fighting,,swords-dance,slam,sand-attack,body-slam,double-edge,52,95,55,58,62,55
10167,weezing-galar,172,30,160,"levitate, neutralizing-gas, misty-surge",poison,fairy,tackle,body-slam,take-down,double-edge,flamethrower,65,90,120,85,70,60
10168,mr-mime-galar,161,14,568,"vital-spirit, screen-cleaner, ice-body",ice,psychic,pound,mega-punch,ice-punch,double-kick,mega-kick,50,65,65,90,90,100
10169,articuno-galar,290,17,509,competitive,psychic,flying,gust,fly,take-down,psybeam,hyper-beam,90,85,85,125,100,95
10170,zapdos-galar,290,16,582,defiant,fighting,flying,fly,mega-kick,take-down,double-edge,hyper-beam,90,125,90,85,90,100
10171,moltres-galar,290,20,660,berserk,dark,flying,gust,wing-attack,fly,take-down,leer,90,85,90,100,125,90
10172,slowking-galar,172,18,795,"curious-medicine, own-tempo, regenerator",poison,psychic,mega-punch,pay-day,fire-punch,ice-punch,thunder-punch,95,65,80,110,110,30
10173,corsola-galar,144,6,5,"weak-armor, cursed-body",ghost,,tackle,body-slam,disable,hydro-pump,surf,60,55,100,65,100,30
10174,zigzagoon-galar,56,4,175,"pickup, gluttony, quick-feet",dark,normal,sand-attack,headbutt,tackle,body-slam,take-down,38,30,41,30,41,60
10175,linoone-galar,147,5,325,"pickup, gluttony, quick-feet",dark,normal,sand-attack,headbutt,tackle,body-slam,take-down,78,70,61,50,61,100
10176,darumaka-galar,63,7,400,"hustle, inner-focus",ice,,mega-punch,fire-punch,ice-punch,mega-kick,headbutt,70,90,45,15,45,50
10177,darmanitan-galar-standard,168,17,1200,"gorilla-tactics, zen-mode",ice,,mega-punch,fire-punch,ice-punch,mega-kick,headbutt,105,140,55,30,55,95
10178,darmanitan-galar-zen,189,17,1200,"gorilla-tactics, zen-mode",ice,fire,mega-punch,fire-punch,ice-punch,mega-kick,headbutt,105,160,55,30,55,135
10179,yamask-galar,61,5,15,wandering-spirit,ground,ghost,slam,disable,earthquake,psychic,night-shade,38,55,85,30,65,30
10180,stunfisk-galar,165,7,205,mimicry,ground,steel,bind,tackle,water-gun,surf,counter,109,81,99,66,84,32
10181,zygarde-10,243,12,335,aura-break,dragon,ground,bind,body-slam,bite,hyper-beam,earthquake,54,100,71,61,85,115
10182,cramorant-gulping,166,8,180,gulp-missile,flying,water,fly,fury-attack,thrash,water-gun,hydro-pump,70,85,55,85,95,85
10183,cramorant-gorging,166,8,180,gulp-missile,flying,water,fly,fury-attack,thrash,water-gun,hydro-pump,70,85,55,85,95,85
10184,toxtricity-low-key,176,16,400,"punk-rock, minus, technician",electric,poison,mega-punch,fire-punch,thunder-punch,mega-kick,take-down,75,98,70,114,70,75
10185,eiscue-noice,165,14,890,ice-face,ice,,ice-punch,headbutt,tackle,body-slam,take-down,75,80,70,65,50,130
10186,indeedee-female,166,9,280,"own-tempo, synchronize, psychic-surge",psychic,normal,pay-day,body-slam,take-down,psybeam,psychic,70,55,65,95,105,85
10187,morpeko-hangry,153,3,30,hunger-switch,electric,dark,thunder-punch,take-down,thrash,double-edge,tail-whip,58,95,58,70,58,97
10188,zacian-crowned,360,28,3550,intrepid-sword,fairy,steel,swords-dance,body-slam,take-down,bite,hyper-beam,92,150,115,80,115,148
10189,zamazenta-crowned,360,29,7850,dauntless-shield,fighting,steel,body-slam,take-down,bite,roar,hyper-beam,92,120,140,80,140,128
10190,eternatus-eternamax,563,1000,0,pressure,poison,dragon,fly,flamethrower,hyper-beam,solar-beam,toxic,255,115,250,125,250,130
10191,urshifu-rapid-strike,275,19,1050,unseen-fist,fighting,water,mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,100,130,100,63,60,97
10192,zarude-dada,300,18,700,leaf-guard,dark,grass,mega-punch,scratch,swords-dance,bind,vine-whip,105,120,105,70,95,105
10193,calyrex-ice,340,24,8091,as-one-glastrier,psychic,ice,pound,pay-day,swords-dance,stomp,double-kick,100,165,150,85,130,50
10194,calyrex-shadow,340,24,536,as-one-spectrier,psychic,ghost,pound,pay-day,stomp,double-kick,tackle,100,85,80,165,100,150
10195,venusaur-gmax,236,240,10000,"overgrow, chlorophyll",grass,poison,,,,,,80,82,83,100,100,80
10196,charizard-gmax,240,280,10000,"blaze, solar-power",fire,flying,,,,,,78,84,78,109,85,100
10197,blastoise-gmax,239,250,10000,"torrent, rain-dish",water,,,,,,,79,83,100,85,105,78
